shipment_id,order_id,region_id,promised_hours,planned_distance_km,planned_cost
S000134371,O000134371,18,24,17.69,4848.0
S000134372,O000134372,18,24,18.55,4992.0
S000134373,O000134373,18,12,17.42,5213.0
S000134374,O000134374,18,24,24.92,6396.0
S000134375,O000134375,18,12,13.13,4402.0
S000134376,O000134376,18,24,17.32,5308.0
S000134377,O000134377,18,12,25.12,6911.0
S000134378,O000134378,18,12,6.03,4050.0
S000134379,O000134379,18,24,5.66,4042.0
S000134380,O000134380,18,24,11.45,4485.0
S000134381,O000134381,18,36,9.35,4540.0
S000134382,O000134382,18,36,21.52,5375.0
S000134383,O000134383,18,24,22.24,5569.0
S000134384,O000134384,18,24,11.38,4369.0
S000134385,O000134385,18,24,13.45,5106.0
S000134386,O000134386,18,12,18.76,5883.0
S000134387,O000134387,18,24,6.78,3915.0
S000134388,O000134388,18,12,17.21,5304.0
S000134389,O000134389,18,24,16.78,5206.0
S000134390,O000134390,18,12,6.61,3868.0
S000134391,O000134391,18,24,11.09,4764.0
S000134392,O000134392,18,24,27.75,6797.0
S000134393,O000134393,18,36,10.53,4561.0
S000134394,O000134394,18,24,14.76,4940.0
S000134395,O000134395,18,24,8.39,4001.0
S000134396,O000134396,18,24,22.28,5653.0
S000134397,O000134397,18,12,16.58,5564.0
S000134398,O000134398,18,24,14.31,5157.0
S000134399,O000134399,18,12,13.52,5042.0
S000134400,O000134400,18,12,26.47,6914.0
S000134401,O000134401,19,24,11.17,4757.0
S000134402,O000134402,19,24,17.47,5341.0
S000134403,O000134403,19,24,4.46,3685.0
S000134404,O000134404,19,24,9.21,4209.0
S000134405,O000134405,19,24,24.8,5854.0
S000134406,O000134406,19,24,25.51,5880.0
S000134407,O000134407,19,24,17.95,5206.0
S000134408,O000134408,19,24,17.9,5696.0
S000134409,O000134409,19,24,27.85,6963.0
S000134410,O000134410,19,12,27.55,6053.0
S000134411,O000134411,19,12,6.0,3795.0
S000134412,O000134412,19,24,21.43,6411.0
S000134413,O000134413,19,24,25.25,6962.0
S000134414,O000134414,19,12,11.33,4883.0
S000134415,O000134415,19,12,15.07,4641.0
S000134416,O000134416,19,12,7.98,4307.0
S000134417,O000134417,19,24,20.57,5265.0
S000134418,O000134418,19,24,18.04,5534.0
S000134419,O000134419,19,24,10.25,4127.0
S000134420,O000134420,19,24,17.62,5804.0
S000134421,O000134421,19,24,2.86,3534.0
S000134422,O000134422,19,24,23.45,5732.0
S000134423,O000134423,19,24,9.41,4141.0
S000134424,O000134424,19,24,12.97,4746.0
S000134425,O000134425,19,24,9.9,4535.0
S000134426,O000134426,19,12,11.5,4471.0
S000134427,O000134427,19,12,21.77,5612.0
S000134428,O000134428,19,36,4.07,3771.0
S000134429,O000134429,19,24,13.97,4584.0
S000134430,O000134430,19,24,27.16,6592.0
S000134431,O000134431,19,24,12.15,4317.0
S000134432,O000134432,19,24,14.41,4575.0
S000134433,O000134433,19,24,8.91,4371.0
S000134434,O000134434,19,12,4.07,3768.0
S000134435,O000134435,20,24,4.08,3590.0
S000134436,O000134436,20,36,22.68,5261.0
S000134437,O000134437,20,24,13.94,5271.0
S000134438,O000134438,20,24,6.64,3844.0
S000134439,O000134439,20,24,19.57,5677.0
S000134440,O000134440,20,36,23.45,6575.0
S000134441,O000134441,20,24,5.91,4070.0
S000134442,O000134442,20,24,18.05,5719.0
S000134443,O000134443,20,24,6.98,4129.0
S000134444,O000134444,20,24,5.62,3921.0
S000134445,O000134445,20,24,18.79,5713.0
S000134446,O000134446,20,24,20.02,5422.0
S000134447,O000134447,20,36,19.37,6105.0
S000134448,O000134448,20,12,12.88,4544.0
S000134449,O000134449,20,12,3.84,3662.0
S000134450,O000134450,20,24,12.52,4546.0
S000134451,O000134451,20,12,10.61,4610.0
S000134452,O000134452,20,24,17.87,5484.0
S000134453,O000134453,20,24,5.94,3827.0
S000134454,O000134454,20,24,8.41,4078.0
S000134455,O000134455,20,24,26.57,6285.0
S000134456,O000134456,20,24,18.01,5058.0
S000134457,O000134457,20,12,8.7,4188.0
S000134458,O000134458,20,12,8.17,4195.0
S000134459,O000134459,20,12,20.69,5887.0
S000134460,O000134460,20,24,22.88,6271.0
S000134461,O000134461,20,24,20.63,6218.0
S000134462,O000134462,20,24,9.5,4417.0
S000134463,O000134463,20,24,25.48,6631.0
S000134464,O000134464,20,24,3.78,3702.0
S000134465,O000134465,20,24,10.17,4267.0
S000134466,O000134466,20,24,12.27,4607.0
S000134467,O000134467,20,36,23.36,5660.0
S000134468,O000134468,20,24,16.57,4785.0
S000134469,O000134469,20,24,25.04,5636.0
S000134470,O000134470,21,12,17.95,5454.0
S000134471,O000134471,21,24,21.02,6306.0
S000134472,O000134472,21,36,10.6,4560.0
S000134473,O000134473,21,12,15.99,5220.0
S000134474,O000134474,21,24,4.99,3805.0
S000134475,O000134475,21,24,12.34,4505.0
S000134476,O000134476,21,24,10.12,4498.0
S000134477,O000134477,21,24,10.45,4512.0
S000134478,O000134478,21,24,22.1,5896.0
S000134479,O000134479,21,24,17.94,5456.0
S000134480,O000134480,21,12,25.62,5915.0
S000134481,O000134481,21,12,10.13,4125.0
S000134482,O000134482,21,12,4.8,3885.0
S000134483,O000134483,21,24,3.66,3545.0
S000134484,O000134484,21,12,13.77,4455.0
S000134485,O000134485,21,24,14.71,4650.0
S000134486,O000134486,21,12,25.01,6700.0
S000134487,O000134487,21,36,16.16,5276.0
S000134488,O000134488,21,12,2.77,3451.0
S000134489,O000134489,22,36,18.58,5249.0
S000134490,O000134490,22,24,9.86,4470.0
S000134491,O000134491,22,24,11.39,4385.0
S000134492,O000134492,22,24,22.42,6074.0
S000134493,O000134493,22,12,27.02,6228.0
S000134494,O000134494,22,24,16.79,5607.0
S000134495,O000134495,22,12,7.77,4201.0
S000134496,O000134496,22,24,18.11,5799.0
S000134497,O000134497,22,24,19.71,5288.0
S000134498,O000134498,22,24,18.31,5369.0
S000134499,O000134499,22,24,27.38,5989.0
S000134500,O000134500,22,24,6.92,4153.0
S000134501,O000134501,22,24,2.93,3637.0
S000134502,O000134502,22,24,3.79,3565.0
S000134503,O000134503,22,24,7.75,4216.0
S000134504,O000134504,22,24,12.63,4691.0
S000134505,O000134505,22,24,6.62,3911.0
S000134506,O000134506,22,24,13.28,4542.0
S000134507,O000134507,22,24,5.85,3953.0
S000134508,O000134508,22,36,21.67,5395.0
S000134509,O000134509,22,24,2.99,3617.0
S000134510,O000134510,22,12,8.93,4272.0
S000134511,O000134511,22,12,20.74,6216.0
S000134512,O000134512,22,12,14.6,5360.0
S000134513,O000134513,22,24,16.72,5116.0
S000134514,O000134514,22,24,24.84,6807.0
S000134515,O000134515,22,36,27.65,7070.0
S000134516,O000134516,22,24,15.15,5038.0
S000134517,O000134517,22,24,13.58,4831.0
S000134518,O000134518,22,24,21.82,6116.0
S000134519,O000134519,22,12,2.78,3535.0
S000134520,O000134520,22,24,26.64,5745.0
S000134521,O000134521,22,12,6.89,4124.0
S000134522,O000134522,23,36,25.46,6358.0
S000134523,O000134523,23,12,26.37,5676.0
S000134524,O000134524,23,12,4.93,3786.0
S000134525,O000134525,23,12,19.4,5904.0
S000134526,O000134526,23,24,5.7,3714.0
S000134527,O000134527,23,24,6.94,3923.0
S000134528,O000134528,23,24,4.94,3812.0
S000134529,O000134529,23,36,22.1,6451.0
S000134530,O000134530,24,36,11.86,4542.0
S000134531,O000134531,24,24,18.62,5827.0
S000134532,O000134532,24,12,27.57,6058.0
S000134533,O000134533,24,12,13.49,4653.0
S000134534,O000134534,24,12,17.1,4903.0
S000134535,O000134535,24,12,26.11,6078.0
S000134536,O000134536,24,24,11.65,4640.0
S000134537,O000134537,24,24,6.3,4004.0
S000134538,O000134538,25,24,13.75,5128.0
S000134539,O000134539,25,24,14.33,4609.0
S000134540,O000134540,25,24,20.14,5062.0
S000134541,O000134541,25,24,9.37,4260.0
S000134542,O000134542,25,24,13.0,4686.0
S000134543,O000134543,25,36,20.45,5304.0
S000134544,O000134544,25,24,22.19,5339.0
S000134545,O000134545,25,12,22.55,5945.0
S000134546,O000134546,25,24,17.75,4906.0
S000134547,O000134547,25,24,12.83,4365.0
S000134548,O000134548,25,24,12.27,4747.0
S000134549,O000134549,25,36,16.13,5099.0
S000134550,O000134550,25,24,11.74,4299.0
S000134551,O000134551,25,24,15.99,5097.0
S000134552,O000134552,25,12,25.56,5997.0
S000134553,O000134553,25,24,22.15,6075.0
S000134554,O000134554,25,24,5.5,3704.0
S000134555,O000134555,25,24,11.81,4305.0
S000134556,O000134556,25,12,2.93,3503.0
S000134557,O000134557,25,24,17.94,4936.0
S000134558,O000134558,25,12,13.31,4938.0
S000134559,O000134559,25,24,26.28,6967.0
S000134560,O000134560,25,24,2.63,3547.0
S000134561,O000134561,25,24,9.28,4395.0
S000134562,O000134562,25,12,7.73,4321.0
S000134563,O000134563,1,24,8.08,3942.0
S000134564,O000134564,1,24,27.95,7008.0
S000134565,O000134565,1,24,14.05,4470.0
S000134566,O000134566,1,12,13.98,4829.0
S000134567,O000134567,1,24,20.73,6252.0
S000134568,O000134568,1,24,6.02,3858.0
S000134569,O000134569,1,12,12.59,4367.0
S000134570,O000134570,1,12,14.65,4918.0
S000134571,O000134571,1,24,15.76,5514.0
S000134572,O000134572,1,24,13.12,4737.0
S000134573,O000134573,1,24,4.82,3833.0
S000134574,O000134574,1,12,8.54,4310.0
S000134575,O000134575,1,24,27.45,5847.0
S000134576,O000134576,1,12,21.03,5781.0
S000134577,O000134577,1,24,3.8,3547.0
S000134578,O000134578,1,24,4.53,3817.0
S000134579,O000134579,1,24,4.09,3765.0
S000134580,O000134580,1,24,6.96,3908.0
S000134581,O000134581,1,12,8.73,4023.0
S000134582,O000134582,1,24,24.47,5906.0
S000134583,O000134583,1,24,22.5,5837.0
S000134584,O000134584,1,24,17.65,4859.0
S000134585,O000134585,1,12,2.82,3552.0
S000134586,O000134586,1,12,26.9,5703.0
S000134587,O000134587,1,24,19.85,5538.0
S000134588,O000134588,1,24,16.14,5238.0
S000134589,O000134589,1,12,19.32,5352.0
S000134590,O000134590,1,36,25.99,6409.0
S000134591,O000134591,1,12,2.56,3484.0
S000134592,O000134592,1,24,6.57,4003.0
S000134593,O000134593,1,12,9.95,4324.0
S000134594,O000134594,1,24,26.81,5936.0
S000134595,O000134595,1,24,22.69,6148.0
S000134596,O000134596,1,24,3.51,3529.0
S000134597,O000134597,1,12,22.69,5842.0
S000134598,O000134598,1,24,7.59,4307.0
S000134599,O000134599,1,24,2.81,3561.0
S000134600,O000134600,1,24,14.89,4759.0
S000134601,O000134601,1,24,2.5,3442.0
S000134602,O000134602,1,24,12.1,4554.0
S000134603,O000134603,1,24,14.94,5207.0
S000134604,O000134604,1,36,27.43,6021.0
S000134605,O000134605,1,12,5.11,3698.0
S000134606,O000134606,1,24,9.49,4594.0
S000134607,O000134607,1,24,9.45,4415.0
S000134608,O000134608,1,12,25.42,5574.0
S000134609,O000134609,1,24,16.82,4816.0
S000134610,O000134610,1,24,9.86,4420.0
S000134611,O000134611,1,12,27.56,5801.0
S000134612,O000134612,1,12,7.58,4094.0
S000134613,O000134613,1,12,21.52,5375.0
S000134614,O000134614,1,24,16.28,5534.0
S000134615,O000134615,1,36,4.06,3655.0
S000134616,O000134616,1,12,11.32,4540.0
S000134617,O000134617,1,36,15.02,4612.0
S000134618,O000134618,1,24,3.23,3665.0
S000134619,O000134619,1,12,17.64,5025.0
S000134620,O000134620,2,24,21.3,5166.0
S000134621,O000134621,2,24,16.89,5014.0
S000134622,O000134622,2,24,14.18,5054.0
S000134623,O000134623,2,12,26.36,6251.0
S000134624,O000134624,2,24,19.41,5755.0
S000134625,O000134625,2,24,23.85,6191.0
S000134626,O000134626,2,24,23.38,6326.0
S000134627,O000134627,2,24,26.98,6149.0
S000134628,O000134628,2,12,16.09,4669.0
S000134629,O000134629,2,24,5.98,3885.0
S000134630,O000134630,2,36,26.34,6471.0
S000134631,O000134631,2,24,17.59,4868.0
S000134632,O000134632,2,12,13.42,4988.0
S000134633,O000134633,2,12,13.54,5015.0
S000134634,O000134634,2,24,21.62,5503.0
S000134635,O000134635,2,24,3.32,3505.0
S000134636,O000134636,2,24,14.17,4813.0
S000134637,O000134637,2,24,14.74,4529.0
S000134638,O000134638,2,24,10.24,4538.0
S000134639,O000134639,2,36,26.5,6952.0
S000134640,O000134640,2,24,12.73,4768.0
S000134641,O000134641,2,24,9.1,4336.0
S000134642,O000134642,2,24,13.77,4697.0
S000134643,O000134643,2,24,11.47,4821.0
S000134644,O000134644,2,24,18.14,5546.0
S000134645,O000134645,2,12,2.74,3508.0
S000134646,O000134646,2,24,25.52,5946.0
S000134647,O000134647,2,24,24.69,5605.0
S000134648,O000134648,2,24,9.9,4174.0
S000134649,O000134649,2,24,16.96,4998.0
S000134650,O000134650,2,24,8.66,4342.0
S000134651,O000134651,2,24,13.78,4971.0
S000134652,O000134652,2,24,6.69,4072.0
S000134653,O000134653,2,24,7.88,4235.0
S000134654,O000134654,2,24,20.54,5166.0
S000134655,O000134655,3,12,2.86,3462.0
S000134656,O000134656,3,12,7.98,4001.0
S000134657,O000134657,3,24,24.57,6024.0
S000134658,O000134658,3,12,27.72,6168.0
S000134659,O000134659,3,24,5.2,3857.0
S000134660,O000134660,3,24,17.32,5579.0
S000134661,O000134661,3,24,19.4,5945.0
S000134662,O000134662,3,12,3.4,3528.0
S000134663,O000134663,3,12,11.04,4604.0
S000134664,O000134664,3,24,26.19,5882.0
S000134665,O000134665,3,24,12.12,4487.0
S000134666,O000134666,3,24,25.52,5810.0
S000134667,O000134667,3,12,12.39,4560.0
S000134668,O000134668,3,12,23.15,5876.0
S000134669,O000134669,3,24,13.06,4576.0
S000134670,O000134670,4,24,8.3,4057.0
S000134671,O000134671,4,24,13.66,4863.0
S000134672,O000134672,4,24,23.27,5967.0
S000134673,O000134673,4,36,25.19,5663.0
S000134674,O000134674,4,12,11.2,4393.0
S000134675,O000134675,4,24,12.34,4534.0
S000134676,O000134676,4,12,26.58,5685.0
S000134677,O000134677,4,36,9.08,4240.0
S000134678,O000134678,4,24,12.16,5020.0
S000134679,O000134679,4,24,5.06,3943.0
S000134680,O000134680,4,12,22.5,6505.0
S000134681,O000134681,4,24,14.62,4885.0
S000134682,O000134682,4,24,24.97,5665.0
S000134683,O000134683,4,24,20.61,5567.0
S000134684,O000134684,4,24,8.0,4140.0
S000134685,O000134685,4,24,16.25,4858.0
S000134686,O000134686,4,24,8.87,4046.0
S000134687,O000134687,4,36,16.83,5179.0
S000134688,O000134688,4,24,7.6,4033.0
S000134689,O000134689,4,12,3.37,3664.0
S000134690,O000134690,4,24,3.41,3616.0
S000134691,O000134691,4,24,27.65,6787.0
S000134692,O000134692,4,24,18.77,5664.0
S000134693,O000134693,4,24,20.08,6212.0
S000134694,O000134694,4,36,26.03,5677.0
S000134695,O000134695,4,12,25.4,6136.0
S000134696,O000134696,4,12,9.3,4264.0
S000134697,O000134697,4,24,19.8,5319.0
S000134698,O000134698,4,24,20.89,5585.0
S000134699,O000134699,4,24,8.47,4060.0
S000134700,O000134700,4,24,3.52,3619.0
S000134701,O000134701,4,12,2.56,3524.0
S000134702,O000134702,4,24,16.43,5467.0
S000134703,O000134703,4,24,22.83,5358.0
S000134704,O000134704,4,24,16.63,5370.0
S000134705,O000134705,4,24,8.71,4419.0
S000134706,O000134706,4,24,24.52,5721.0
S000134707,O000134707,4,12,22.96,5552.0
S000134708,O000134708,4,24,16.65,5141.0
S000134709,O000134709,4,24,27.93,7298.0
S000134710,O000134710,4,24,5.37,3829.0
S000134711,O000134711,4,12,16.38,5426.0
S000134712,O000134712,4,24,2.87,3527.0
S000134713,O000134713,4,24,8.83,4164.0
S000134714,O000134714,4,24,10.43,4562.0
S000134715,O000134715,4,24,15.26,5046.0
S000134716,O000134716,4,12,27.28,5669.0
S000134717,O000134717,4,36,19.65,5146.0
S000134718,O000134718,5,24,11.94,4921.0
S000134719,O000134719,5,12,11.92,4329.0
S000134720,O000134720,5,24,25.13,6533.0
S000134721,O000134721,5,24,13.63,5159.0
S000134722,O000134722,5,24,14.07,4982.0
S000134723,O000134723,5,24,20.17,6189.0
S000134724,O000134724,5,36,7.74,4193.0
S000134725,O000134725,5,24,26.42,7132.0
S000134726,O000134726,5,24,23.46,6169.0
S000134727,O000134727,5,24,6.75,4035.0
S000134728,O000134728,5,12,3.32,3660.0
S000134729,O000134729,5,24,17.19,5508.0
S000134730,O000134730,5,24,23.73,6728.0
S000134731,O000134731,5,24,26.14,5636.0
S000134732,O000134732,5,24,23.63,5475.0
S000134733,O000134733,5,24,9.7,4308.0
S000134734,O000134734,5,24,7.28,4012.0
S000134735,O000134735,5,24,13.25,4664.0
S000134736,O000134736,5,36,22.95,5806.0
S000134737,O000134737,5,24,6.87,4174.0
S000134738,O000134738,5,24,16.04,4709.0
S000134739,O000134739,5,12,10.96,4637.0
S000134740,O000134740,5,24,6.53,4076.0
S000134741,O000134741,5,24,26.42,6035.0
S000134742,O000134742,5,24,2.84,3507.0
S000134743,O000134743,5,24,23.5,6519.0
S000134744,O000134744,5,36,22.89,5525.0
S000134745,O000134745,5,24,13.27,4955.0
S000134746,O000134746,5,36,9.46,4463.0
S000134747,O000134747,5,36,26.41,5981.0
S000134748,O000134748,5,24,16.13,4656.0
S000134749,O000134749,5,24,26.11,6504.0
S000134750,O000134750,5,24,4.53,3722.0
S000134751,O000134751,5,12,13.21,5047.0
S000134752,O000134752,5,36,15.28,4784.0
S000134753,O000134753,5,24,5.46,3888.0
S000134754,O000134754,5,36,9.05,4452.0
S000134755,O000134755,5,12,10.79,4771.0
S000134756,O000134756,6,24,18.09,5475.0
S000134757,O000134757,6,12,10.29,4671.0
S000134758,O000134758,6,12,21.01,6090.0
S000134759,O000134759,6,24,3.49,3653.0
S000134760,O000134760,6,12,3.09,3613.0
S000134761,O000134761,6,24,26.01,5645.0
S000134762,O000134762,6,12,9.02,4546.0
S000134763,O000134763,6,24,16.61,4934.0
S000134764,O000134764,6,24,10.08,4527.0
S000134765,O000134765,6,36,11.82,4840.0
S000134766,O000134766,6,24,27.67,5786.0
S000134767,O000134767,6,12,3.96,3642.0
S000134768,O000134768,6,24,14.77,4903.0
S000134769,O000134769,6,12,24.98,6214.0
S000134770,O000134770,6,36,10.85,4187.0
S000134771,O000134771,6,24,27.86,6558.0
S000134772,O000134772,6,24,19.13,4963.0
S000134773,O000134773,6,24,9.84,4118.0
S000134774,O000134774,6,24,24.8,6377.0
S000134775,O000134775,6,24,12.6,4677.0
S000134776,O000134776,6,24,7.8,4280.0
S000134777,O000134777,6,24,16.19,4754.0
S000134778,O000134778,6,24,9.06,4469.0
S000134779,O000134779,7,12,9.17,4099.0
S000134780,O000134780,7,24,16.38,4922.0
S000134781,O000134781,7,24,3.39,3529.0
S000134782,O000134782,7,12,21.18,5174.0
S000134783,O000134783,7,12,15.05,4858.0
S000134784,O000134784,7,24,24.93,5504.0
S000134785,O000134785,7,12,12.7,4610.0
S000134786,O000134786,7,24,4.4,3708.0
S000134787,O000134787,7,24,26.69,6431.0
S000134788,O000134788,7,24,9.23,4478.0
S000134789,O000134789,7,36,16.23,5283.0
S000134790,O000134790,7,24,26.41,6097.0
S000134791,O000134791,7,12,17.05,5024.0
S000134792,O000134792,7,12,3.23,3548.0
S000134793,O000134793,7,36,26.56,6863.0
S000134794,O000134794,7,12,14.22,5197.0
S000134795,O000134795,7,36,21.4,6145.0
S000134796,O000134796,7,24,12.58,5069.0
S000134797,O000134797,7,24,15.64,4967.0
S000134798,O000134798,7,24,25.44,6895.0
S000134799,O000134799,7,24,7.39,4089.0
S000134800,O000134800,7,36,17.98,5564.0
S000134801,O000134801,7,24,7.33,3866.0
S000134802,O000134802,7,24,16.18,4786.0
S000134803,O000134803,7,24,15.52,5147.0
S000134804,O000134804,7,24,15.58,4974.0
S000134805,O000134805,7,12,9.39,4111.0
S000134806,O000134806,7,24,12.67,4575.0
S000134807,O000134807,8,12,18.42,5204.0
S000134808,O000134808,8,24,26.94,7107.0
S000134809,O000134809,8,36,17.05,4769.0
S000134810,O000134810,8,24,2.89,3483.0
S000134811,O000134811,8,36,4.19,3694.0
S000134812,O000134812,8,12,22.5,5836.0
S000134813,O000134813,8,12,5.4,3804.0
S000134814,O000134814,8,24,7.24,3947.0
S000134815,O000134815,8,24,16.06,5224.0
S000134816,O000134816,8,24,25.19,6416.0
S000134817,O000134817,8,24,16.92,5172.0
S000134818,O000134818,8,12,11.06,4723.0
S000134819,O000134819,9,24,18.42,5514.0
S000134820,O000134820,9,24,26.28,5819.0
S000134821,O000134821,9,24,25.78,6603.0
S000134822,O000134822,9,24,24.05,5754.0
S000134823,O000134823,9,24,25.65,7013.0
S000134824,O000134824,9,24,20.97,5581.0
S000134825,O000134825,9,12,15.01,4819.0
S000134826,O000134826,9,12,26.87,5707.0
S000134827,O000134827,9,24,13.37,4583.0
S000134828,O000134828,9,24,17.27,4776.0
S000134829,O000134829,9,24,8.07,4247.0
S000134830,O000134830,9,24,26.23,6861.0
S000134831,O000134831,9,36,5.46,3950.0
S000134832,O000134832,9,24,11.94,4843.0
S000134833,O000134833,9,24,13.95,4941.0
S000134834,O000134834,9,12,6.01,3810.0
S000134835,O000134835,9,24,20.18,5380.0
S000134836,O000134836,9,12,17.89,5243.0
S000134837,O000134837,9,12,24.61,5546.0
S000134838,O000134838,9,24,3.9,3601.0
S000134839,O000134839,9,24,4.88,3872.0
S000134840,O000134840,9,24,21.65,5424.0
S000134841,O000134841,9,12,21.7,6186.0
S000134842,O000134842,9,24,21.13,5941.0
S000134843,O000134843,9,24,21.85,5637.0
S000134844,O000134844,9,12,9.42,4500.0
S000134845,O000134845,9,12,24.65,5581.0
S000134846,O000134846,9,24,22.93,6393.0
S000134847,O000134847,9,12,17.0,4785.0
S000134848,O000134848,9,12,4.2,3593.0
S000134849,O000134849,9,24,6.57,4078.0
S000134850,O000134850,9,12,18.0,5474.0
S000134851,O000134851,10,24,7.96,4185.0
S000134852,O000134852,10,24,19.44,5132.0
S000134853,O000134853,10,24,7.07,3850.0
S000134854,O000134854,10,24,11.48,4751.0
S000134855,O000134855,10,24,12.64,4952.0
S000134856,O000134856,10,24,4.38,3700.0
S000134857,O000134857,10,24,23.72,6256.0
S000134858,O000134858,10,12,4.56,3843.0
S000134859,O000134859,10,24,14.24,5015.0
S000134860,O000134860,10,24,8.66,4036.0
S000134861,O000134861,10,24,17.75,5325.0
S000134862,O000134862,10,24,12.33,4382.0
S000134863,O000134863,10,24,18.52,5367.0
S000134864,O000134864,10,24,11.73,4644.0
S000134865,O000134865,10,24,5.12,3850.0
S000134866,O000134866,10,12,21.85,5398.0
S000134867,O000134867,11,24,7.26,4083.0
S000134868,O000134868,11,24,19.6,5974.0
S000134869,O000134869,11,12,16.76,5147.0
S000134870,O000134870,11,24,17.63,5626.0
S000134871,O000134871,11,24,25.69,6012.0
S000134872,O000134872,11,24,9.35,4319.0
S000134873,O000134873,11,24,16.39,5520.0
S000134874,O000134874,11,36,27.23,6385.0
S000134875,O000134875,11,12,25.85,6379.0
S000134876,O000134876,11,36,26.5,6821.0
S000134877,O000134877,11,24,27.56,6483.0
S000134878,O000134878,11,12,20.52,6100.0
S000134879,O000134879,11,24,7.24,3932.0
S000134880,O000134880,11,24,7.11,3955.0
S000134881,O000134881,11,24,18.01,5495.0
S000134882,O000134882,11,24,19.53,5903.0
S000134883,O000134883,11,12,7.58,3924.0
S000134884,O000134884,11,24,22.59,5766.0
S000134885,O000134885,11,24,16.66,5499.0
S000134886,O000134886,11,12,5.66,3785.0
S000134887,O000134887,11,24,19.71,5045.0
S000134888,O000134888,11,24,3.09,3478.0
S000134889,O000134889,12,24,2.67,3534.0
S000134890,O000134890,12,24,24.17,6801.0
S000134891,O000134891,12,24,8.85,4111.0
S000134892,O000134892,12,36,16.66,5508.0
S000134893,O000134893,12,24,6.4,3890.0
S000134894,O000134894,12,24,17.83,4949.0
S000134895,O000134895,12,12,16.55,4943.0
S000134896,O000134896,12,36,8.26,4269.0
S000134897,O000134897,12,24,2.55,3476.0
S000134898,O000134898,12,24,7.33,4279.0
S000134899,O000134899,12,24,4.89,3729.0
S000134900,O000134900,12,12,21.26,5907.0
S000134901,O000134901,12,24,13.55,4969.0
S000134902,O000134902,12,12,23.17,6557.0
S000134903,O000134903,12,24,9.57,4349.0
S000134904,O000134904,12,24,4.33,3771.0
S000134905,O000134905,12,24,12.18,4804.0
S000134906,O000134906,12,24,4.65,3798.0
S000134907,O000134907,12,24,26.95,5769.0
S000134908,O000134908,12,24,20.14,6021.0
S000134909,O000134909,12,24,17.55,4845.0
S000134910,O000134910,12,24,11.64,4571.0
S000134911,O000134911,12,12,14.08,5012.0
S000134912,O000134912,12,24,5.29,3811.0
S000134913,O000134913,12,12,19.07,5493.0
S000134914,O000134914,12,12,10.13,4578.0
S000134915,O000134915,12,24,8.67,4018.0
S000134916,O000134916,13,12,18.61,5041.0
S000134917,O000134917,13,12,5.17,3919.0
S000134918,O000134918,13,12,27.05,6860.0
S000134919,O000134919,13,24,3.29,3676.0
S000134920,O000134920,13,12,14.05,5284.0
S000134921,O000134921,13,12,17.59,4982.0
S000134922,O000134922,13,24,20.32,5083.0
S000134923,O000134923,13,24,12.69,4850.0
S000134924,O000134924,13,24,16.57,5275.0
S000134925,O000134925,13,24,26.18,6022.0
S000134926,O000134926,13,24,18.94,5120.0
S000134927,O000134927,13,24,26.91,5840.0
S000134928,O000134928,13,24,17.65,5197.0
S000134929,O000134929,13,12,6.53,3919.0
S000134930,O000134930,13,24,23.7,5532.0
S000134931,O000134931,13,24,27.26,7153.0
S000134932,O000134932,13,24,3.4,3698.0
S000134933,O000134933,13,24,6.38,3836.0
S000134934,O000134934,13,12,11.46,4340.0
S000134935,O000134935,13,24,5.01,3813.0
S000134936,O000134936,13,12,5.99,4074.0
S000134937,O000134937,13,24,5.35,3817.0
S000134938,O000134938,13,12,20.53,5146.0
S000134939,O000134939,13,24,24.12,6130.0
S000134940,O000134940,13,12,26.61,6027.0
S000134941,O000134941,13,24,13.61,4765.0
S000134942,O000134942,13,24,3.84,3753.0
S000134943,O000134943,13,12,18.37,5298.0
S000134944,O000134944,13,24,10.1,4523.0
S000134945,O000134945,13,36,9.33,4128.0
S000134946,O000134946,13,24,18.97,5782.0
S000134947,O000134947,13,24,24.89,6508.0
S000134948,O000134948,13,24,18.05,5647.0
S000134949,O000134949,14,36,16.74,4773.0
S000134950,O000134950,14,36,24.44,6227.0
S000134951,O000134951,14,24,18.27,5500.0
S000134952,O000134952,14,24,19.16,5214.0
S000134953,O000134953,14,24,20.51,5154.0
S000134954,O000134954,14,24,9.5,4460.0
S000134955,O000134955,14,12,26.81,6523.0
S000134956,O000134956,14,24,25.96,6364.0
S000134957,O000134957,14,36,6.83,4005.0
S000134958,O000134958,14,24,20.03,5579.0
S000134959,O000134959,14,24,5.27,3882.0
S000134960,O000134960,14,12,5.85,3965.0
S000134961,O000134961,14,24,3.25,3556.0
S000134962,O000134962,14,24,9.47,4444.0
S000134963,O000134963,14,24,17.87,5096.0
S000134964,O000134964,14,24,13.73,4517.0
S000134965,O000134965,14,24,4.26,3793.0
S000134966,O000134966,14,36,10.42,4679.0
S000134967,O000134967,15,12,12.13,4621.0
S000134968,O000134968,15,24,27.95,6077.0
S000134969,O000134969,15,24,19.0,5663.0
S000134970,O000134970,15,24,16.49,4738.0
S000134971,O000134971,15,24,17.1,5681.0
S000134972,O000134972,15,24,7.95,4205.0
S000134973,O000134973,15,12,7.96,4341.0
S000134974,O000134974,15,12,13.22,4818.0
S000134975,O000134975,15,12,9.76,4356.0
S000134976,O000134976,15,24,12.48,4487.0
S000134977,O000134977,15,24,23.31,5509.0
