shipment_id,pickup_ts,delivered_ts,actual_distance_km,actual_cost
S000108679,2025-06-10 04:54:00,2025-06-10 20:45:56.424721021,5.6,3689.0
S000108680,2025-06-10 18:26:00,2025-06-11 23:20:21.496223908,14.62,5023.0
S000108681,2025-06-10 19:51:00,2025-06-12 00:05:33.574529259,18.07,5556.0
S000108682,2025-06-10 20:45:00,2025-06-11 07:32:23.223897589,22.23,5451.0
S000108683,2025-06-10 20:27:00,2025-06-11 07:50:50.660985087,19.23,5194.0
S000108684,2025-06-11 02:40:00,2025-06-11 17:16:52.394741877,20.06,4712.0
S000108685,2025-06-10 19:09:00,2025-06-11 16:08:02.454093596,10.98,4330.0
S000108686,2025-06-11 01:56:00,2025-06-11 15:41:20.632738302,24.89,5588.0
S000108687,2025-06-10 04:52:00,2025-06-10 10:11:42.373717078,23.28,6068.0
S000108688,2025-06-10 05:34:00,2025-06-11 10:07:21.595155328,4.94,3849.0
S000108689,2025-06-10 22:29:00,2025-06-11 07:44:45.160099052,9.08,4167.0
S000108690,2025-06-10 23:49:00,2025-06-12 09:51:06.888734109,21.76,5219.0
S000108691,2025-06-11 06:00:00,2025-06-12 14:59:22.746103364,17.54,5340.0
S000108692,2025-06-10 16:20:00,2025-06-11 23:39:55.424536233,15.54,5767.0
S000108693,2025-06-10 16:11:00,2025-06-11 14:56:18.946576296,14.35,5714.0
S000108694,2025-06-10 09:10:00,2025-06-11 19:11:52.429586242,28.72,6461.0
S000108695,2025-06-10 07:18:00,2025-06-11 13:50:06.204829664,7.22,4888.0
S000108696,2025-06-10 06:36:00,2025-06-10 11:38:50.351028464,7.4,3828.0
S000108697,2025-06-10 19:37:00,2025-06-11 17:00:13.566500318,11.82,5665.0
S000108698,2025-06-10 13:23:00,2025-06-11 06:49:38.089207118,22.82,6928.0
S000108699,2025-06-10 06:57:00,2025-06-10 18:20:28.063107762,25.34,7750.0
S000108700,2025-06-10 08:30:00,2025-06-11 11:14:22.511983801,12.03,5251.0
S000108701,2025-06-10 09:12:00,2025-06-10 19:42:35.329657392,8.13,4124.0
S000108702,2025-06-10 14:40:00,2025-06-11 13:03:50.140483314,22.44,6459.0
S000108703,2025-06-10 18:39:00,2025-06-11 15:37:56.068167565,26.48,6411.0
S000108704,2025-06-10 15:55:00,2025-06-12 01:36:03.957670687,19.23,6675.0
S000108705,2025-06-10 22:44:00,2025-06-11 09:57:58.342859176,4.72,3854.0
S000108706,2025-06-11 05:43:00,2025-06-12 11:25:01.507741286,14.22,4301.0
S000108707,2025-06-10 14:33:00,2025-06-11 07:14:16.533069583,18.11,5360.0
S000108708,2025-06-11 01:46:00,2025-06-11 19:46:28.645071624,3.4,3783.0
S000108709,2025-06-10 17:50:00,2025-06-11 15:45:52.826901132,3.29,3605.0
S000108710,2025-06-10 18:55:00,2025-06-11 11:12:44.026878602,12.84,5623.0
S000108711,2025-06-11 04:05:00,2025-06-11 18:00:13.688691621,4.68,3391.0
S000108712,2025-06-10 10:30:00,2025-06-10 16:05:49.181999906,26.48,5482.0
S000108713,2025-06-10 10:04:00,2025-06-11 13:46:31.324180132,14.68,5129.0
S000108714,2025-06-10 08:19:00,2025-06-11 12:20:08.644926367,19.12,6289.0
S000108715,2025-06-10 22:56:00,2025-06-11 05:55:29.465390551,30.92,6442.0
S000108716,2025-06-10 07:56:00,2025-06-11 13:03:50.365916212,5.79,4772.0
S000108717,2025-06-10 14:03:00,2025-06-11 06:41:22.640816612,21.7,6051.0
S000108718,2025-06-10 12:22:00,2025-06-11 06:13:21.856052768,5.7,4341.0
S000108719,2025-06-10 12:52:00,2025-06-11 18:57:15.710039037,29.16,6365.0
S000108720,2025-06-11 03:57:00,2025-06-12 11:45:12.896227749,19.47,6088.0
S000108721,2025-06-10 20:11:00,2025-06-11 22:54:39.814998679,10.79,4571.0
S000108722,2025-06-10 10:57:00,2025-06-11 20:26:07.216476648,7.01,5063.0
S000108723,2025-06-10 12:07:00,2025-06-10 17:38:46.047532717,19.04,5564.0
S000108724,2025-06-10 15:48:00,2025-06-10 20:46:58.841304805,9.54,4347.0
S000108725,2025-06-10 04:46:00,2025-06-11 02:22:36.670562510,27.7,5848.0
S000108726,2025-06-11 00:31:00,2025-06-11 21:52:23.435563503,19.96,6223.0
S000108727,2025-06-10 16:36:00,2025-06-11 13:29:53.518149715,25.31,7061.0
S000108728,2025-06-10 20:44:00,2025-06-11 04:11:04.128417367,4.83,4602.0
S000108729,2025-06-10 23:31:00,2025-06-11 05:04:45.288074646,20.06,5062.0
S000108730,2025-06-11 00:12:00,2025-06-11 20:58:43.362507270,4.79,3563.0
S000108731,2025-06-10 04:51:00,2025-06-10 19:37:27.888667953,13.09,5042.0
S000108732,2025-06-10 07:57:00,2025-06-10 14:31:38.805683494,12.25,5057.0
S000108733,2025-06-10 06:15:00,2025-06-10 14:28:53.315237856,27.81,7479.0
S000108734,2025-06-10 10:27:00,2025-06-11 05:05:04.589314386,30.98,7186.0
S000108735,2025-06-10 15:54:00,2025-06-11 23:51:21.178152118,14.48,5526.0
S000108736,2025-06-11 04:58:00,2025-06-11 14:53:29.473377045,9.64,4310.0
S000108737,2025-06-10 07:46:00,2025-06-10 13:39:04.530145909,20.78,6277.0
S000108738,2025-06-11 01:42:00,2025-06-12 10:14:41.160504609,20.06,5161.0
S000108739,2025-06-10 20:46:00,2025-06-11 15:08:00.853336560,23.36,5709.0
S000108740,2025-06-10 22:40:00,2025-06-11 07:35:36.278334436,10.71,3826.0
S000108741,2025-06-11 01:21:00,2025-06-11 21:16:21.246113802,16.33,5107.0
S000108742,2025-06-10 16:22:00,2025-06-11 12:50:27.925640176,15.34,6307.0
S000108743,2025-06-11 02:08:00,2025-06-12 11:27:37.242325592,7.96,4653.0
S000108744,2025-06-10 09:27:00,2025-06-11 10:45:42.813166212,17.33,4623.0
S000108745,2025-06-10 08:39:00,2025-06-11 06:35:34.496752272,26.99,7480.0
S000108746,2025-06-10 09:26:00,2025-06-11 13:05:50.883105103,21.82,6561.0
S000108747,2025-06-10 12:36:00,2025-06-11 08:34:25.516415352,28.28,7392.0
S000108748,2025-06-10 22:04:00,2025-06-11 03:58:35.540798252,16.79,5833.0
S000108749,2025-06-10 06:00:00,2025-06-10 18:05:02.101765102,23.79,6797.0
S000108750,2025-06-10 13:08:00,2025-06-11 08:24:22.317887697,14.34,5217.0
S000108751,2025-06-10 15:23:00,2025-06-11 09:44:57.381362474,20.52,6496.0
S000108752,2025-06-10 10:29:00,2025-06-11 07:13:59.876451380,17.59,5758.0
S000108753,2025-06-10 17:31:00,2025-06-11 01:44:12.519297120,7.97,3928.0
S000108754,2025-06-10 06:27:00,2025-06-10 17:36:10.866456248,25.84,5997.0
S000108755,2025-06-10 04:36:00,2025-06-11 07:48:25.445160730,28.9,6440.0
S000108756,2025-06-10 08:02:00,2025-06-10 21:11:23.379754953,14.45,4555.0
S000108757,2025-06-10 17:06:00,2025-06-11 06:38:35.045741677,14.12,4753.0
S000108758,2025-06-10 21:22:00,2025-06-11 16:04:56.052417704,17.48,6150.0
S000108759,2025-06-10 19:52:00,2025-06-12 06:43:53.896956847,28.59,6481.0
S000108760,2025-06-10 16:15:00,2025-06-12 02:48:10.593025124,7.27,4059.0
S000108761,2025-06-10 08:48:00,2025-06-11 14:18:20.046776882,7.29,4389.0
S000108762,2025-06-10 23:18:00,2025-06-11 23:50:33.335321175,12.75,5081.0
S000108763,2025-06-10 12:45:00,2025-06-11 11:12:53.784980715,32.8,7623.0
S000108764,2025-06-11 06:02:00,2025-06-11 16:21:45.780238506,13.83,4467.0
S000108765,2025-06-10 07:28:00,2025-06-11 02:43:53.999983742,16.97,6307.0
S000108766,2025-06-10 20:47:00,2025-06-11 15:30:18.467797483,23.39,6676.0
S000108767,2025-06-10 11:49:00,2025-06-11 11:03:47.629163544,19.97,6292.0
S000108768,2025-06-10 15:32:00,2025-06-11 16:31:50.975736950,4.36,4435.0
S000108769,2025-06-11 01:26:00,2025-06-11 20:17:56.073832200,23.46,5774.0
S000108770,2025-06-10 12:41:00,2025-06-10 21:58:33.087889359,14.36,4862.0
S000108771,2025-06-11 00:55:00,2025-06-12 02:22:39.667669250,18.29,6822.0
S000108772,2025-06-10 05:51:00,2025-06-11 00:05:17.421969534,22.97,5692.0
S000108773,2025-06-10 18:03:00,2025-06-12 01:43:37.474491262,9.37,3724.0
S000108774,2025-06-11 03:16:00,2025-06-11 18:19:17.610933117,3.96,3902.0
S000108775,2025-06-10 05:35:00,2025-06-11 13:48:57.077878252,26.53,8057.0
S000108776,2025-06-11 01:19:00,2025-06-11 21:04:31.440257028,20.58,5962.0
S000108777,2025-06-10 18:49:00,2025-06-11 17:03:16.896145470,20.83,5942.0
S000108778,2025-06-10 17:37:00,2025-06-11 12:24:58.496772422,19.12,5313.0
S000108779,2025-06-10 10:23:00,2025-06-11 01:46:08.438914266,15.81,5368.0
S000108780,2025-06-11 04:18:00,2025-06-11 13:53:26.956491770,22.07,6053.0
S000108781,2025-06-10 21:09:00,2025-06-11 08:56:29.065814959,3.71,3687.0
S000108782,2025-06-10 17:38:00,2025-06-11 18:08:17.105766753,20.14,6996.0
S000108783,2025-06-10 21:15:00,2025-06-11 06:46:14.845072911,23.74,7958.0
S000108784,2025-06-10 07:54:00,2025-06-10 23:39:11.147237186,25.81,5007.0
S000108785,2025-06-10 15:19:00,2025-06-11 09:25:02.071425625,30.41,6117.0
S000108786,2025-06-10 22:08:00,2025-06-11 16:11:38.323233759,17.3,4390.0
S000108787,2025-06-10 15:36:00,2025-06-11 02:43:32.640118820,28.46,8126.0
S000108788,2025-06-10 17:49:00,2025-06-12 02:06:53.535940944,21.74,5661.0
S000108789,2025-06-10 07:16:00,2025-06-11 03:30:31.509714238,21.84,6717.0
S000108790,2025-06-10 17:09:00,2025-06-12 01:44:22.986048526,4.14,3984.0
S000108791,2025-06-10 17:58:00,2025-06-11 01:25:41.810064609,3.06,3708.0
S000108792,2025-06-10 21:06:00,2025-06-12 08:56:10.793017870,21.01,6285.0
S000108793,2025-06-10 20:02:00,2025-06-12 03:12:35.761206594,18.49,5008.0
S000108794,2025-06-10 19:48:00,2025-06-12 04:43:12.276563361,5.74,4314.0
S000108795,2025-06-10 08:27:00,2025-06-11 01:01:54.865125134,7.81,4044.0
S000108796,2025-06-11 02:51:00,2025-06-12 09:22:10.590464172,6.52,3692.0
S000108797,2025-06-10 22:25:00,2025-06-11 11:24:56.284560924,8.22,3839.0
S000108798,2025-06-10 10:01:00,2025-06-10 21:53:03.512546454,27.54,8187.0
S000108799,2025-06-10 23:45:00,2025-06-11 15:18:18.246631107,14.86,5415.0
S000108800,2025-06-10 23:43:00,2025-06-11 07:15:26.198192713,25.45,5346.0
S000108801,2025-06-11 01:44:00,2025-06-12 04:26:10.541173132,8.62,5059.0
S000108802,2025-06-11 01:28:00,2025-06-12 06:05:05.494811512,17.55,5558.0
S000108803,2025-06-10 09:27:00,2025-06-10 22:12:03.076127391,17.24,5206.0
S000108804,2025-06-11 04:04:00,2025-06-11 19:24:43.692188326,22.8,7790.0
S000108805,2025-06-10 09:39:00,2025-06-10 18:06:45.880123345,3.61,4199.0
S000108806,2025-06-10 05:36:00,2025-06-11 11:10:36.101096183,16.95,5300.0
S000108807,2025-06-10 08:37:00,2025-06-11 17:54:19.548391156,9.69,4048.0
S000108808,2025-06-11 00:01:00,2025-06-11 18:41:45.563262240,26.88,5389.0
S000108809,2025-06-10 16:54:00,2025-06-11 11:32:09.314832508,16.23,4560.0
S000108810,2025-06-10 09:44:00,2025-06-11 11:40:14.884099119,2.44,3914.0
S000108811,2025-06-10 07:18:00,2025-06-11 04:38:52.716679512,5.08,3604.0
S000108812,2025-06-11 01:03:00,2025-06-12 11:06:28.030234186,8.44,4624.0
S000108813,2025-06-11 02:34:00,2025-06-11 20:54:58.707909218,3.35,3911.0
S000108814,2025-06-11 05:44:00,2025-06-12 14:32:28.566791064,13.04,5110.0
S000108815,2025-06-10 15:04:00,2025-06-11 04:44:11.800809368,30.89,8277.0
S000108816,2025-06-11 05:04:00,2025-06-12 12:58:18.878638525,23.48,6475.0
S000108817,2025-06-11 03:12:00,2025-06-12 02:41:51.812801221,8.78,4776.0
S000108818,2025-06-10 07:45:00,2025-06-11 10:57:02.008481482,4.51,4102.0
S000108819,2025-06-10 17:09:00,2025-06-11 11:53:32.157847219,8.49,4889.0
S000108820,2025-06-10 16:37:00,2025-06-11 14:59:23.983364024,21.61,7329.0
S000108821,2025-06-11 03:43:00,2025-06-12 02:59:11.825382241,6.99,4366.0
S000108822,2025-06-11 01:15:00,2025-06-12 09:06:48.871323666,24.01,6261.0
S000108823,2025-06-10 04:24:00,2025-06-10 22:36:16.503309946,21.74,6010.0
S000108824,2025-06-10 05:34:00,2025-06-10 23:53:09.373142402,20.31,5651.0
S000108825,2025-06-10 19:14:00,2025-06-12 02:02:40.761150138,18.37,5055.0
S000108826,2025-06-10 21:11:00,2025-06-11 11:09:46.640725957,10.8,4756.0
S000108827,2025-06-10 14:09:00,2025-06-11 01:52:35.082237061,20.55,6672.0
S000108828,2025-06-10 15:06:00,2025-06-11 22:58:26.593627573,16.22,5562.0
S000108829,2025-06-11 00:20:00,2025-06-11 04:43:30.214493944,3.49,3598.0
S000108830,2025-06-10 19:41:00,2025-06-11 09:31:33.870357974,32.83,6276.0
S000108831,2025-06-10 19:55:00,2025-06-11 01:19:32.482690632,24.46,7322.0
S000108832,2025-06-10 11:48:00,2025-06-10 23:18:51.820895894,3.05,4279.0
S000108833,2025-06-10 02:34:00,2025-06-10 06:58:11.539367902,13.8,4316.0
S000108834,2025-06-10 09:47:00,2025-06-11 16:31:25.819146153,22.38,6633.0
S000108835,2025-06-10 07:31:00,2025-06-11 02:58:01.230210349,26.92,7859.0
S000108836,2025-06-10 12:58:00,2025-06-11 06:10:56.381746230,18.94,5589.0
S000108837,2025-06-10 17:39:00,2025-06-11 03:35:05.055910098,9.19,4881.0
S000108838,2025-06-10 15:28:00,2025-06-11 23:28:31.976604633,19.47,6140.0
S000108839,2025-06-10 13:20:00,2025-06-10 23:27:51.318566205,19.28,5624.0
S000108840,2025-06-10 15:35:00,2025-06-11 02:56:40.533243944,13.96,4712.0
S000108841,2025-06-10 08:58:00,2025-06-10 16:23:22.786343338,21.43,5664.0
S000108842,2025-06-10 15:58:00,2025-06-10 21:22:48.969377355,24.92,6226.0
S000108843,2025-06-10 14:59:00,2025-06-12 01:30:31.080064494,5.11,4100.0
S000108844,2025-06-11 00:41:00,2025-06-12 00:05:59.900339725,12.16,5544.0
S000108845,2025-06-10 23:47:00,2025-06-11 10:46:14.809127442,15.94,5564.0
S000108846,2025-06-10 11:31:00,2025-06-11 14:47:36.489966445,15.27,5244.0
S000108847,2025-06-10 19:27:00,2025-06-11 15:52:05.007492508,27.67,7117.0
S000108848,2025-06-10 23:23:00,2025-06-11 12:41:47.690518647,19.56,5633.0
S000108849,2025-06-10 07:03:00,2025-06-11 06:57:39.377721679,4.11,4447.0
S000108850,2025-06-10 10:07:00,2025-06-11 04:59:37.017573531,12.01,5275.0
S000108851,2025-06-10 21:52:00,2025-06-11 08:33:08.132041726,16.55,5019.0
S000108852,2025-06-10 15:02:00,2025-06-10 20:49:20.667830564,15.67,5475.0
S000108853,2025-06-10 05:33:00,2025-06-10 14:41:07.392549551,11.86,4527.0
S000108854,2025-06-10 23:38:00,2025-06-12 07:39:10.877627895,23.16,5661.0
S000108855,2025-06-10 15:34:00,2025-06-12 03:23:20.984438611,21.98,6097.0
S000108856,2025-06-10 23:41:00,2025-06-12 07:48:47.716843900,27.47,5623.0
S000108857,2025-06-11 03:26:00,2025-06-12 00:53:47.849742763,19.42,5538.0
S000108858,2025-06-10 07:42:00,2025-06-11 00:07:00.549443182,13.26,4659.0
S000108859,2025-06-11 04:11:00,2025-06-12 12:50:08.789446440,20.35,7156.0
S000108860,2025-06-10 20:07:00,2025-06-11 20:22:11.280368386,9.86,4502.0
S000108861,2025-06-10 08:55:00,2025-06-10 23:27:59.506754517,9.57,4888.0
S000108862,2025-06-10 09:30:00,2025-06-11 03:41:38.167801501,7.15,5065.0
S000108863,2025-06-10 08:45:00,2025-06-11 07:54:56.107623949,33.21,6513.0
S000108864,2025-06-10 13:31:00,2025-06-11 17:49:48.049974435,18.53,4783.0
S000108865,2025-06-10 09:16:00,2025-06-11 06:57:59.353982023,6.05,3713.0
S000108866,2025-06-10 16:49:00,2025-06-11 01:20:43.392644133,31.46,6607.0
S000108867,2025-06-11 00:08:00,2025-06-12 03:46:39.957662000,24.05,6494.0
S000108868,2025-06-10 15:44:00,2025-06-11 23:43:28.157185244,11.08,3994.0
S000108869,2025-06-11 02:30:00,2025-06-11 18:06:26.125254097,11.02,4818.0
S000108870,2025-06-11 03:11:00,2025-06-12 04:04:25.138213512,5.28,3643.0
S000108871,2025-06-11 04:04:00,2025-06-12 09:08:48.639923079,23.44,5911.0
S000108872,2025-06-11 02:10:00,2025-06-12 01:47:05.581617441,16.74,4574.0
S000108873,2025-06-11 03:34:00,2025-06-12 10:22:50.489616441,19.79,5527.0
S000108874,2025-06-10 10:08:00,2025-06-11 13:06:48.649109844,17.77,5875.0
S000108875,2025-06-10 19:26:00,2025-06-11 04:00:31.412895751,25.45,7542.0
S000108876,2025-06-10 18:55:00,2025-06-11 17:29:39.934418246,24.07,6167.0
S000108877,2025-06-10 19:05:00,2025-06-11 23:52:57.197749520,20.55,5052.0
S000108878,2025-06-11 06:25:00,2025-06-12 07:51:15.547923866,2.85,4055.0
S000108879,2025-06-10 23:01:00,2025-06-12 03:41:08.096599279,17.35,5907.0
S000108880,2025-06-10 18:19:00,2025-06-11 18:26:16.852148281,16.16,5709.0
S000108881,2025-06-10 17:36:00,2025-06-12 00:00:27.979619806,5.28,4319.0
S000108882,2025-06-10 17:47:00,2025-06-11 01:09:42.199115088,10.19,4410.0
S000108883,2025-06-11 05:55:00,2025-06-12 13:33:38.047500794,23.5,5638.0
S000108884,2025-06-11 06:29:00,2025-06-11 22:33:44.813915443,7.54,4744.0
S000108885,2025-06-10 15:34:00,2025-06-11 01:44:02.892399326,20.61,5036.0
S000108886,2025-06-10 08:52:00,2025-06-10 18:21:05.650150984,8.33,4446.0
S000108887,2025-06-10 14:21:00,2025-06-11 03:28:10.896835861,18.26,5939.0
S000108888,2025-06-10 12:48:00,2025-06-11 05:58:39.571752640,15.97,5914.0
S000108889,2025-06-10 15:53:00,2025-06-11 23:54:51.409978190,30.15,6139.0
S000108890,2025-06-10 15:14:00,2025-06-11 09:08:01.967797756,22.59,5899.0
S000108891,2025-06-10 06:28:00,2025-06-11 04:55:39.838281400,3.46,3863.0
S000108892,2025-06-10 10:30:00,2025-06-10 16:32:16.904966859,8.39,4301.0
S000108893,2025-06-10 11:39:00,2025-06-10 22:34:29.769884364,17.5,6149.0
S000108894,2025-06-11 03:43:00,2025-06-11 08:38:49.358633131,27.2,6292.0
S000108895,2025-06-10 21:35:00,2025-06-11 22:10:09.567170739,5.75,4747.0
S000108896,2025-06-10 12:12:00,2025-06-11 15:20:44.360977498,14.2,4270.0
S000108897,2025-06-10 06:33:00,2025-06-11 14:51:23.577392386,18.96,5179.0
S000108898,2025-06-10 23:32:00,2025-06-11 14:56:36.841695364,26.46,6412.0
S000108899,2025-06-10 16:23:00,2025-06-11 02:14:46.226100168,15.01,5450.0
S000108900,2025-06-11 01:32:00,2025-06-11 07:33:57.758166476,24.27,6462.0
S000108901,2025-06-10 20:54:00,2025-06-11 11:46:35.038118730,12.91,5090.0
S000108902,2025-06-10 23:17:00,2025-06-11 21:01:56.483599534,14.32,4885.0
S000108903,2025-06-10 07:50:00,2025-06-11 07:37:28.617797454,19.74,6670.0
S000108904,2025-06-10 08:46:00,2025-06-10 21:55:53.655837922,21.47,4922.0
S000108905,2025-06-10 11:20:00,2025-06-11 20:54:34.431969583,6.41,4106.0
S000108906,2025-06-11 02:08:00,2025-06-11 21:39:59.787927832,6.08,3609.0
S000108907,2025-06-10 22:03:00,2025-06-12 06:10:12.494822930,32.93,7506.0
S000108908,2025-06-10 09:04:00,2025-06-10 23:57:22.445706552,21.39,5842.0
S000108909,2025-06-10 16:01:00,2025-06-11 09:34:03.947341500,8.81,3852.0
S000108910,2025-06-11 00:25:00,2025-06-11 14:37:11.484823788,3.77,4152.0
S000108911,2025-06-11 02:06:00,2025-06-12 00:43:23.882918977,26.2,6464.0
S000108912,2025-06-10 17:35:00,2025-06-11 07:59:41.692689716,21.46,6764.0
S000108913,2025-06-11 05:30:00,2025-06-12 12:12:39.767356800,16.92,5186.0
S000108914,2025-06-10 21:57:00,2025-06-12 08:51:53.053955096,24.93,6600.0
S000108915,2025-06-10 21:19:00,2025-06-11 07:58:13.720591717,8.84,3969.0
S000108916,2025-06-10 16:24:00,2025-06-11 19:25:56.273356696,26.64,6668.0
S000108917,2025-06-11 00:26:00,2025-06-11 08:13:08.613523615,17.52,5217.0
S000108918,2025-06-10 11:19:00,2025-06-11 13:05:11.799734574,12.6,5201.0
S000108919,2025-06-10 20:54:00,2025-06-11 20:28:49.281738538,4.62,4224.0
S000108920,2025-06-10 15:00:00,2025-06-11 15:44:23.698702244,5.7,4533.0
S000108921,2025-06-10 09:51:00,2025-06-10 17:26:42.829187524,7.49,4875.0
S000108922,2025-06-10 08:27:00,2025-06-11 17:41:21.254718022,13.67,5277.0
S000108923,2025-06-10 04:28:00,2025-06-11 15:31:25.034095422,3.14,4300.0
S000108924,2025-06-10 16:40:00,2025-06-11 02:21:43.328500450,17.55,5662.0
S000108925,2025-06-10 23:37:00,2025-06-12 10:33:00.595348674,23.87,5327.0
S000108926,2025-06-10 21:44:00,2025-06-11 23:00:13.864024768,27.37,7083.0
S000108927,2025-06-11 04:52:00,2025-06-12 07:53:01.751412205,29.97,6400.0
S000108928,2025-06-10 16:46:00,2025-06-11 09:55:09.023607471,21.16,7044.0
S000108929,2025-06-10 21:18:00,2025-06-11 23:58:30.524004357,14.07,4800.0
S000108930,2025-06-10 09:30:00,2025-06-11 04:43:01.718694404,9.48,4699.0
S000108931,2025-06-10 22:38:00,2025-06-11 03:46:04.044489543,25.32,6268.0
S000108932,2025-06-10 23:57:00,2025-06-12 07:57:27.192588685,19.3,6216.0
S000108933,2025-06-10 09:58:00,2025-06-11 07:38:07.680484261,11.13,5934.0
S000108934,2025-06-10 17:24:00,2025-06-11 02:19:32.482801858,28.33,7274.0
S000108935,2025-06-11 01:36:00,2025-06-12 05:55:15.139221463,23.02,5878.0
S000108936,2025-06-10 10:41:00,2025-06-11 16:47:42.125817787,15.97,5875.0
S000108937,2025-06-10 23:16:00,2025-06-11 12:21:26.970766674,15.79,5986.0
S000108938,2025-06-10 11:00:00,2025-06-10 19:39:42.904323874,29.69,7465.0
S000108939,2025-06-10 12:53:00,2025-06-10 23:35:41.952452954,13.4,5471.0
S000108940,2025-06-11 06:53:00,2025-06-11 14:28:29.888790799,24.1,7309.0
S000108941,2025-06-10 23:31:00,2025-06-11 11:52:05.119253200,24.08,5630.0
S000108942,2025-06-10 07:32:00,2025-06-11 07:48:33.967412007,7.38,4674.0
S000108943,2025-06-10 10:00:00,2025-06-11 01:56:24.203001732,6.6,4004.0
S000108944,2025-06-10 13:13:00,2025-06-10 18:32:46.814558718,6.41,3778.0
S000108945,2025-06-10 21:31:00,2025-06-12 02:33:29.010838027,23.98,5906.0
S000108946,2025-06-10 07:45:00,2025-06-10 21:34:16.130583350,23.48,6578.0
S000108947,2025-06-10 07:11:00,2025-06-11 00:15:18.051392514,8.97,4993.0
S000108948,2025-06-10 06:45:00,2025-06-10 18:16:10.136728970,18.9,6047.0
S000108949,2025-06-10 21:48:00,2025-06-11 03:34:25.695694786,11.86,4725.0
S000108950,2025-06-10 11:18:00,2025-06-11 19:45:29.318651128,26.39,7120.0
S000108951,2025-06-10 21:04:00,2025-06-12 00:47:03.542166159,9.94,4997.0
S000108952,2025-06-11 05:09:00,2025-06-11 10:48:33.279768820,7.82,4715.0
S000108953,2025-06-10 16:13:00,2025-06-11 23:52:50.742531126,13.56,5362.0
S000108954,2025-06-10 21:05:00,2025-06-11 14:31:13.412298894,2.77,3698.0
S000108955,2025-06-11 02:25:00,2025-06-11 10:27:12.497357407,24.89,6756.0
S000108956,2025-06-10 22:25:00,2025-06-11 19:42:08.610017812,19.54,5210.0
S000108957,2025-06-11 08:04:00,2025-06-12 08:54:16.864456754,23.65,5600.0
S000108958,2025-06-10 04:42:00,2025-06-11 08:24:04.850926279,11.79,5367.0
S000108959,2025-06-11 01:25:00,2025-06-12 04:04:18.301970131,16.54,6484.0
S000108960,2025-06-11 05:43:00,2025-06-11 21:34:58.233121304,10.82,4322.0
S000108961,2025-06-10 14:58:00,2025-06-11 02:37:48.518367361,25.75,6866.0
S000108962,2025-06-10 23:38:00,2025-06-12 02:53:43.882346941,21.34,6049.0
S000108963,2025-06-10 17:37:00,2025-06-11 03:31:30.079008014,29.81,6512.0
S000108964,2025-06-11 04:14:00,2025-06-11 22:04:06.396019191,3.37,3345.0
S000108965,2025-06-10 20:24:00,2025-06-11 09:16:01.280513139,13.44,5771.0
S000108966,2025-06-10 16:20:00,2025-06-10 21:45:29.705761927,16.24,5822.0
S000108967,2025-06-10 07:53:00,2025-06-10 18:53:14.713009686,15.51,4744.0
S000108968,2025-06-10 08:30:00,2025-06-11 02:33:42.285184513,12.65,4622.0
S000108969,2025-06-11 06:05:00,2025-06-11 10:05:31.433644123,23.55,5130.0
S000108970,2025-06-10 08:43:00,2025-06-10 21:32:05.194201281,29.11,7332.0
S000108971,2025-06-11 00:06:00,2025-06-12 00:01:44.826813926,7.07,4355.0
S000108972,2025-06-12 02:10:00,2025-06-13 04:15:00.725685277,15.68,5257.0
S000108973,2025-06-11 15:35:00,2025-06-13 03:34:12.479342154,7.17,3955.0
S000108974,2025-06-11 18:21:00,2025-06-12 02:32:20.072265784,2.42,4019.0
S000108975,2025-06-11 10:54:00,2025-06-12 04:43:54.670752210,6.28,3659.0
S000108976,2025-06-11 13:04:00,2025-06-12 05:26:33.119059022,5.64,3450.0
S000108977,2025-06-12 01:30:00,2025-06-12 18:02:33.309594697,9.91,4272.0
S000108978,2025-06-11 10:54:00,2025-06-12 17:25:15.225004549,12.97,5178.0
S000108979,2025-06-11 23:17:00,2025-06-12 07:08:35.664508036,27.58,6119.0
S000108980,2025-06-12 01:56:00,2025-06-13 09:31:49.937724654,23.77,5509.0
S000108981,2025-06-11 10:56:00,2025-06-11 18:54:49.670230785,9.14,4577.0
S000108982,2025-06-11 07:38:00,2025-06-12 02:18:19.415603557,5.24,4226.0
S000108983,2025-06-12 01:14:00,2025-06-12 08:34:57.821035858,32.6,7337.0
S000108984,2025-06-12 05:04:00,2025-06-12 12:56:16.118583891,14.36,5023.0
S000108985,2025-06-11 09:33:00,2025-06-12 00:52:36.007171107,17.42,4977.0
S000108986,2025-06-11 14:17:00,2025-06-12 10:20:27.441252432,12.12,5587.0
S000108987,2025-06-12 01:54:00,2025-06-12 15:01:55.554315607,26.93,7257.0
S000108988,2025-06-11 09:53:00,2025-06-12 20:17:30.706032690,24.81,7824.0
S000108989,2025-06-11 10:19:00,2025-06-12 17:26:33.599516102,32.42,7287.0
S000108990,2025-06-11 12:31:00,2025-06-11 21:57:21.983648751,22.02,5628.0
S000108991,2025-06-11 15:46:00,2025-06-12 07:38:40.070440106,22.4,6751.0
S000108992,2025-06-11 05:22:00,2025-06-11 13:55:51.157034679,8.7,4911.0
S000108993,2025-06-11 14:14:00,2025-06-12 17:13:33.975204000,9.89,5063.0
S000108994,2025-06-11 12:41:00,2025-06-12 23:25:19.209428239,10.52,5040.0
S000108995,2025-06-12 01:35:00,2025-06-12 23:12:17.821201000,15.95,5724.0
