order_id,line_no,pick_seconds,pack_seconds,cycle_time_seconds
O000133907,1,58,35,93
O000133908,1,32,24,56
O000133908,2,35,12,47
O000133908,3,33,27,60
O000133909,1,89,49,138
O000133909,2,32,21,53
O000133909,3,35,27,62
O000133910,1,41,59,100
O000133910,2,24,13,37
O000133910,3,39,30,69
O000133911,1,31,13,44
O000133911,2,41,22,63
O000133912,1,54,26,80
O000133913,1,27,20,47
O000133913,2,43,25,68
O000133914,1,44,12,56
O000133914,2,36,15,51
O000133914,3,24,30,54
O000133915,1,23,23,46
O000133915,2,39,18,57
O000133915,3,39,16,55
O000133916,1,44,26,70
O000133917,1,29,19,48
O000133917,2,22,27,49
O000133917,3,26,23,49
O000133918,1,39,18,57
O000133918,2,32,30,62
O000133918,3,41,25,66
O000133919,1,84,36,120
O000133920,1,72,84,156
O000133920,2,40,28,68
O000133921,1,37,22,59
O000133921,2,44,30,74
O000133921,3,22,22,44
O000133922,1,81,57,138
O000133922,2,29,14,43
O000133922,3,21,28,49
O000133923,1,20,12,32
O000133924,1,37,16,53
O000133924,2,29,22,51
O000133924,3,44,24,68
O000133925,1,43,29,72
O000133925,2,40,18,58
O000133926,1,23,27,50
O000133926,2,33,14,47
O000133927,1,23,15,38
O000133927,2,24,12,36
O000133927,3,37,17,54
O000133928,1,111,77,188
O000133929,1,140,94,234
O000133930,1,112,70,182
O000133931,1,101,100,201
O000133932,1,42,37,79
O000133932,2,45,47,92
O000133933,1,83,34,117
O000133933,2,33,21,54
O000133933,3,43,20,63
O000133934,1,43,49,92
O000133934,2,30,28,58
O000133935,1,27,20,47
O000133935,2,27,18,45
O000133936,1,60,55,115
O000133936,2,39,50,89
O000133937,1,143,61,204
O000133938,1,26,19,45
O000133938,2,36,30,66
O000133939,1,30,17,47
O000133939,2,19,18,37
O000133939,3,36,26,62
O000133940,1,42,22,64
O000133941,1,40,20,60
O000133941,2,32,25,57
O000133941,3,43,18,61
O000133942,1,28,27,55
O000133942,2,30,15,45
O000133942,3,44,14,58
O000133943,1,25,24,49
O000133944,1,128,58,186
O000133945,1,28,26,54
O000133946,1,46,32,78
O000133947,1,42,16,58
O000133947,2,18,22,40
O000133947,3,36,12,48
O000133948,1,125,73,198
O000133948,2,22,27,49
O000133948,3,22,13,35
O000133949,1,37,20,57
O000133949,2,41,23,64
O000133949,3,22,18,40
O000133950,1,41,12,53
O000133950,2,24,25,49
O000133951,1,19,19,38
O000133951,2,21,23,44
O000133952,1,89,49,138
O000133953,1,50,24,74
O000133953,2,41,24,65
O000133953,3,32,22,54
O000133954,1,40,25,65
O000133954,2,43,28,71
O000133955,1,43,25,68
O000133955,2,27,13,40
O000133955,3,30,29,59
O000133956,1,57,50,107
O000133956,2,43,16,59
O000133957,1,77,26,103
O000133958,1,42,26,68
O000133959,1,25,13,38
O000133959,2,27,28,55
O000133959,3,36,28,64
O000133960,1,40,40,80
O000133960,2,79,36,115
O000133961,1,22,20,42
O000133962,1,41,22,63
O000133962,2,45,28,73
O000133962,3,21,17,38
O000133963,1,75,46,121
O000133964,1,61,38,99
O000133965,1,157,70,227
O000133966,1,20,21,41
O000133966,2,39,22,61
O000133967,1,42,21,63
O000133967,2,24,16,40
O000133968,1,44,28,72
O000133968,2,45,17,62
O000133968,3,43,21,64
O000133969,1,29,26,55
O000133969,2,55,57,112
O000133970,1,117,84,201
O000133971,1,94,91,185
O000133972,1,49,25,74
O000133972,2,21,24,45
O000133973,1,43,52,95
O000133973,2,29,16,45
O000133974,1,121,79,200
O000133974,2,27,24,51
O000133975,1,32,24,56
O000133976,1,37,27,64
O000133976,2,72,52,124
O000133977,1,29,25,54
O000133977,2,41,28,69
O000133977,3,42,29,71
O000133978,1,77,38,115
O000133979,1,41,30,71
O000133979,2,21,19,40
O000133979,3,23,18,41
O000133980,1,33,14,47
O000133980,2,43,16,59
O000133981,1,104,117,221
O000133981,2,42,27,69
O000133982,1,20,13,33
O000133982,2,26,24,50
O000133982,3,34,26,60
O000133983,1,39,24,63
O000133984,1,44,28,72
O000133984,2,23,27,50
O000133985,1,22,14,36
O000133986,1,30,27,57
O000133986,2,41,18,59
O000133987,1,36,29,65
O000133987,2,60,55,115
O000133988,1,25,26,51
O000133988,2,39,27,66
O000133988,3,44,22,66
O000133989,1,35,15,50
O000133989,2,41,30,71
O000133989,3,22,24,46
O000133990,1,30,21,51
O000133991,1,37,46,83
O000133991,2,33,21,54
O000133991,3,31,14,45
O000133992,1,35,13,48
O000133992,2,32,19,51
O000133993,1,44,53,97
O000133993,2,37,19,56
O000133993,3,80,33,113
O000133994,1,41,35,76
O000133995,1,66,58,124
O000133996,1,24,15,39
O000133997,1,87,38,125
O000133997,2,64,33,97
O000133998,1,65,33,98
O000133998,2,18,22,40
O000133999,1,27,22,49
O000133999,2,32,22,54
O000133999,3,44,16,60
O000134000,1,21,18,39
O000134000,2,36,25,61
O000134001,1,135,88,223
O000134001,2,18,29,47
O000134002,1,73,45,118
O000134003,1,22,27,49
O000134004,1,38,26,64
O000134004,2,33,25,58
O000134005,1,38,29,67
O000134005,2,41,27,68
O000134006,1,31,28,59
O000134006,2,44,25,69
O000134007,1,19,18,37
O000134007,2,27,12,39
O000134008,1,20,28,48
O000134008,2,29,22,51
O000134009,1,98,45,143
O000134010,1,35,17,52
O000134010,2,23,18,41
O000134010,3,35,28,63
O000134011,1,27,13,40
O000134011,2,19,14,33
O000134011,3,27,14,41
O000134012,1,62,59,121
O000134012,2,62,74,136
O000134013,1,30,18,48
O000134014,1,22,29,51
O000134014,2,25,14,39
O000134014,3,36,14,50
O000134015,1,88,29,117
O000134016,1,58,89,147
O000134017,1,20,16,36
O000134017,2,32,21,53
O000134018,1,36,28,64
O000134018,2,22,21,43
O000134019,1,39,28,67
O000134020,1,41,20,61
O000134020,2,21,21,42
O000134020,3,27,17,44
O000134021,1,28,22,50
O000134021,2,30,28,58
O000134022,1,61,53,114
O000134022,2,29,25,54
O000134023,1,18,27,45
O000134023,2,25,25,50
O000134024,1,40,51,91
O000134024,2,42,14,56
O000134025,1,19,17,36
O000134025,2,32,12,44
O000134025,3,26,12,38
O000134026,1,43,25,68
O000134027,1,28,27,55
O000134027,2,18,20,38
O000134028,1,43,12,55
O000134029,1,21,18,39
O000134029,2,39,26,65
O000134030,1,70,44,114
O000134031,1,38,26,64
O000134031,2,39,14,53
O000134032,1,40,14,54
O000134033,1,22,17,39
O000134033,2,38,15,53
O000134034,1,42,13,55
O000134034,2,42,22,64
O000134034,3,20,30,50
O000134035,1,74,51,125
O000134036,1,55,24,79
O000134036,2,42,27,69
O000134036,3,43,18,61
O000134037,1,76,40,116
O000134037,2,35,20,55
O000134037,3,39,19,58
O000134038,1,26,19,45
O000134038,2,34,23,57
O000134039,1,31,23,54
O000134039,2,37,25,62
O000134039,3,39,15,54
O000134040,1,43,21,64
O000134041,1,60,43,103
O000134042,1,104,79,183
O000134042,2,23,17,40
O000134043,1,79,83,162
O000134044,1,39,16,55
O000134044,2,28,23,51
O000134045,1,39,27,66
O000134045,2,23,27,50
O000134046,1,27,29,56
O000134046,2,66,59,125
O000134047,1,55,45,100
O000134048,1,40,25,65
O000134049,1,35,13,48
O000134049,2,53,43,96
O000134050,1,41,17,58
O000134050,2,41,17,58
O000134051,1,33,22,55
O000134051,2,35,26,61
O000134052,1,42,20,62
O000134053,1,31,21,52
O000134053,2,39,21,60
O000134054,1,30,23,53
O000134054,2,130,70,200
O000134055,1,98,61,159
O000134056,1,31,22,53
O000134056,2,37,23,60
O000134057,1,40,27,67
O000134057,2,27,13,40
O000134058,1,62,47,109
O000134058,2,23,18,41
O000134059,1,76,41,117
O000134059,2,26,27,53
O000134059,3,37,16,53
O000134060,1,23,20,43
O000134060,2,34,26,60
O000134060,3,34,30,64
O000134061,1,29,18,47
O000134061,2,24,18,42
O000134061,3,41,27,68
O000134062,1,25,28,53
O000134062,2,43,26,69
O000134062,3,28,14,42
O000134063,1,31,25,56
O000134063,2,29,22,51
O000134063,3,23,24,47
O000134064,1,28,27,55
O000134065,1,27,26,53
O000134065,2,44,22,66
O000134066,1,24,29,53
O000134066,2,45,12,57
O000134066,3,38,26,64
O000134067,1,197,87,284
O000134068,1,29,20,49
O000134069,1,23,22,45
O000134069,2,30,14,44
O000134069,3,38,14,52
O000134070,1,18,21,39
O000134070,2,36,21,57
O000134070,3,22,18,40
O000134071,1,36,23,59
O000134071,2,44,22,66
O000134071,3,25,30,55
O000134072,1,30,28,58
O000134072,2,81,69,150
O000134073,1,32,23,55
O000134073,2,45,36,81
O000134073,3,26,20,46
O000134074,1,40,19,59
O000134075,1,27,18,45
O000134075,2,20,27,47
O000134076,1,25,19,44
O000134076,2,31,15,46
O000134076,3,25,21,46
O000134077,1,20,28,48
O000134077,2,30,24,54
O000134077,3,31,29,60
O000134078,1,36,25,61
O000134079,1,51,42,93
O000134079,2,24,22,46
O000134079,3,45,28,73
O000134080,1,90,83,173
O000134081,1,41,28,69
O000134081,2,33,14,47
O000134081,3,44,12,56
O000134082,1,23,22,45
O000134082,2,19,17,36
O000134083,1,170,72,242
O000134084,1,18,18,36
O000134084,2,20,23,43
O000134084,3,20,15,35
O000134085,1,43,12,55
O000134086,1,73,60,133
O000134087,1,36,18,54
O000134087,2,43,26,69
O000134088,1,34,21,55
O000134088,2,19,22,41
O000134088,3,42,21,63
O000134089,1,88,50,138
O000134089,2,30,19,49
O000134090,1,33,18,51
O000134091,1,39,20,59
O000134091,2,21,15,36
O000134092,1,33,26,59
O000134092,2,34,20,54
O000134092,3,40,22,62
O000134093,1,37,20,57
O000134093,2,44,29,73
O000134094,1,22,26,48
O000134095,1,25,26,51
O000134096,1,98,89,187
O000134097,1,31,16,47
O000134097,2,59,58,117
O000134097,3,76,48,124
O000134098,1,27,23,50
O000134098,2,32,17,49
O000134099,1,196,103,299
O000134100,1,34,13,47
O000134100,2,27,20,47
O000134101,1,21,14,35
O000134101,2,38,27,65
O000134102,1,44,21,65
O000134102,2,21,25,46
O000134103,1,35,23,58
O000134103,2,21,17,38
O000134103,3,45,16,61
O000134104,1,151,103,254
O000134105,1,73,81,154
O000134106,1,22,28,50
O000134106,2,41,15,56
O000134106,3,44,16,60
O000134107,1,120,53,173
O000134107,2,41,13,54
O000134107,3,35,15,50
O000134108,1,85,46,131
O000134109,1,26,20,46
O000134109,2,34,19,53
O000134109,3,45,14,59
O000134110,1,28,26,54
O000134110,2,22,25,47
O000134110,3,42,17,59
O000134111,1,31,30,61
O000134111,2,39,32,71
O000134112,1,33,23,56
O000134112,2,39,22,61
O000134113,1,96,71,167
O000134114,1,90,52,142
O000134115,1,27,14,41
O000134115,2,20,21,41
O000134115,3,24,22,46
O000134116,1,39,26,65
O000134117,1,87,33,120
O000134117,2,37,54,91
O000134118,1,19,24,43
O000134118,2,40,16,56
O000134118,3,24,17,41
O000134119,1,36,29,65
O000134119,2,36,24,60
O000134120,1,24,22,46
O000134120,2,39,23,62
O000134121,1,27,26,53
O000134121,2,39,28,67
O000134121,3,20,18,38
O000134122,1,41,19,60
O000134122,2,27,15,42
O000134122,3,40,19,59
O000134123,1,67,31,98
O000134123,2,30,19,49
O000134123,3,28,13,41
O000134124,1,40,21,61
O000134124,2,27,20,47
O000134125,1,44,16,60
O000134125,2,33,14,47
O000134126,1,45,22,67
O000134126,2,32,17,49
O000134126,3,33,16,49
O000134127,1,34,15,49
O000134128,1,33,12,45
O000134128,2,31,16,47
O000134129,1,54,55,109
O000134130,1,40,22,62
O000134130,2,40,16,56
O000134130,3,37,14,51
O000134131,1,29,14,43
O000134131,2,18,27,45
O000134132,1,62,70,132
O000134133,1,93,55,148
O000134134,1,23,28,51
O000134134,2,22,19,41
O000134135,1,42,41,83
O000134135,2,21,14,35
O000134136,1,119,36,155
O000134136,2,79,55,134
O000134137,1,32,15,47
O000134138,1,43,29,72
O000134138,2,35,18,53
O000134138,3,29,26,55
O000134139,1,42,15,57
O000134139,2,23,28,51
O000134140,1,42,28,70
O000134140,2,28,17,45
O000134141,1,44,25,69
O000134141,2,37,13,50
O000134141,3,36,28,64
O000134142,1,33,18,51
O000134142,2,40,43,83
O000134143,1,91,56,147
O000134144,1,105,75,180
O000134145,1,27,13,40
O000134145,2,40,28,68
O000134146,1,19,18,37
O000134146,2,28,22,50
O000134147,1,37,30,67
O000134147,2,44,21,65
O000134148,1,36,23,59
O000134148,2,29,17,46
O000134148,3,37,15,52
O000134149,1,20,27,47
O000134149,2,38,22,60
O000134149,3,22,27,49
O000134150,1,79,43,122
O000134151,1,68,25,93
O000134152,1,152,94,246
O000134153,1,58,45,103
O000134154,1,76,42,118
O000134154,2,56,39,95
O000134155,1,50,41,91
O000134155,2,21,26,47
O000134156,1,21,22,43
O000134156,2,36,12,48
O000134157,1,74,58,132
O000134157,2,26,14,40
O000134157,3,40,25,65
O000134158,1,35,17,52
O000134158,2,44,14,58
O000134159,1,38,21,59
O000134159,2,32,19,51
O000134159,3,44,14,58
O000134160,1,25,27,52
O000134160,2,37,20,57
O000134160,3,24,24,48
O000134161,1,41,22,63
O000134161,2,40,30,70
O000134162,1,39,24,63
O000134162,2,45,20,65
O000134162,3,44,17,61
O000134163,1,24,24,48
O000134163,2,26,20,46
O000134163,3,40,13,53
O000134164,1,32,21,53
O000134165,1,74,50,124
O000134166,1,96,89,185
O000134167,1,45,57,102
O000134167,2,18,22,40
O000134168,1,20,14,34
O000134168,2,27,14,41
O000134168,3,44,12,56
O000134169,1,38,17,55
O000134170,1,98,63,161
O000134170,2,39,23,62
O000134170,3,33,19,52
O000134171,1,19,29,48
O000134171,2,22,20,42
O000134171,3,35,21,56
O000134172,1,72,66,138
O000134173,1,41,13,54
O000134173,2,19,26,45
O000134173,3,26,15,41
O000134174,1,189,128,317
O000134175,1,31,15,46
O000134175,2,32,30,62
O000134176,1,26,15,41
O000134176,2,44,22,66
O000134176,3,18,29,47
O000134177,1,55,57,112
O000134178,1,38,30,68
O000134179,1,65,87,152
O000134180,1,73,57,130
O000134181,1,42,18,60
O000134181,2,90,75,165
O000134182,1,38,56,94
O000134183,1,21,15,36
O000134183,2,44,17,61
O000134183,3,34,22,56
O000134184,1,19,23,42
O000134184,2,35,23,58
O000134185,1,39,23,62
O000134185,2,18,19,37
O000134185,3,31,29,60
O000134186,1,90,36,126
O000134187,1,42,21,63
O000134187,2,27,19,46
O000134187,3,25,26,51
O000134188,1,31,21,52
O000134188,2,30,29,59
O000134188,3,39,24,63
O000134189,1,35,29,64
O000134189,2,43,15,58
O000134189,3,33,26,59
O000134190,1,67,50,117
O000134191,1,39,26,65
O000134191,2,42,22,64
O000134191,3,94,51,145
O000134192,1,31,28,59
O000134192,2,31,18,49
O000134192,3,25,15,40
O000134193,1,33,12,45
O000134193,2,35,29,64
O000134194,1,66,24,90
O000134194,2,23,21,44
O000134194,3,19,21,40
O000134195,1,73,50,123
O000134195,2,88,51,139
O000134195,3,57,28,85
O000134196,1,39,27,66
O000134196,2,19,16,35
O000134196,3,39,29,68
O000134197,1,36,14,50
O000134197,2,24,28,52
O000134198,1,25,20,45
O000134198,2,21,21,42
O000134198,3,42,27,69
O000134199,1,43,19,62
O000134199,2,33,25,58
O000134199,3,20,23,43
O000134200,1,45,22,67
O000134200,2,19,19,38
O000134200,3,20,14,34
O000134201,1,22,19,41
O000134201,2,30,14,44
O000134202,1,43,24,67
O000134203,1,26,19,45
O000134203,2,41,22,63
O000134203,3,25,14,39
O000134204,1,36,21,57
O000134204,2,44,13,57
O000134205,1,126,47,173
O000134206,1,30,13,43
O000134206,2,41,20,61
O000134206,3,36,21,57
O000134207,1,39,12,51
O000134208,1,65,58,123
O000134209,1,33,23,56
O000134209,2,22,18,40
O000134210,1,33,27,60
O000134210,2,20,26,46
O000134210,3,18,19,37
O000134211,1,43,15,58
O000134211,2,29,14,43
O000134211,3,30,17,47
O000134212,1,65,38,103
O000134212,2,35,24,59
O000134212,3,44,15,59
O000134213,1,41,15,56
O000134213,2,22,29,51
O000134213,3,28,18,46
O000134214,1,99,50,149
O000134215,1,26,29,55
O000134215,2,40,13,53
O000134216,1,79,42,121
O000134217,1,72,65,137
O000134217,2,30,19,49
O000134218,1,96,59,155
O000134218,2,88,48,136
O000134219,1,20,16,36
O000134219,2,19,18,37
O000134219,3,36,27,63
O000134220,1,27,24,51
O000134220,2,32,19,51
O000134221,1,112,65,177
O000134222,1,20,18,38
O000134222,2,35,18,53
O000134222,3,43,26,69
O000134223,1,19,28,47
O000134223,2,45,29,74
O000134224,1,20,15,35
O000134224,2,19,27,46
O000134225,1,140,58,198
O000134226,1,23,27,50
O000134226,2,20,23,43
O000134226,3,27,24,51
O000134227,1,27,22,49
O000134227,2,58,39,97
O000134228,1,78,57,135
O000134228,2,27,13,40
O000134229,1,42,27,69
O000134230,1,44,25,69
O000134231,1,56,53,109
O000134231,2,20,19,39
O000134232,1,75,53,128
O000134232,2,74,42,116
O000134233,1,39,20,59
O000134233,2,36,17,53
O000134233,3,32,21,53
O000134234,1,35,29,64
O000134234,2,31,27,58
O000134235,1,27,26,53
O000134235,2,42,17,59
O000134235,3,31,23,54
O000134236,1,32,18,50
O000134236,2,36,26,62
O000134237,1,36,26,62
O000134237,2,22,19,41
O000134238,1,38,20,58
O000134238,2,18,28,46
O000134239,1,36,15,51
O000134239,2,29,30,59
O000134239,3,26,21,47
O000134240,1,110,86,196
O000134241,1,20,26,46
O000134241,2,44,45,89
O000134242,1,70,51,121
O000134242,2,32,23,55
O000134242,3,32,21,53
O000134243,1,19,18,37
O000134244,1,68,35,103
O000134245,1,39,21,60
O000134246,1,85,48,133
O000134247,1,21,15,36
O000134247,2,41,19,60
O000134247,3,42,23,65
O000134248,1,120,135,255
O000134249,1,18,13,31
O000134249,2,43,30,73
O000134250,1,50,25,75
O000134250,2,29,17,46
O000134250,3,43,20,63
O000134251,1,75,45,120
O000134252,1,77,35,112
O000134253,1,39,21,60
O000134253,2,29,23,52
O000134253,3,38,15,53
O000134254,1,34,28,62
O000134254,2,32,13,45
O000134254,3,37,25,62
O000134255,1,24,23,47
O000134255,2,27,29,56
O000134255,3,26,29,55
O000134256,1,36,12,48
O000134256,2,33,24,57
O000134257,1,32,14,46
O000134257,2,37,13,50
O000134257,3,40,25,65
O000134258,1,45,16,61
O000134258,2,32,26,58
O000134258,3,44,25,69
O000134259,1,41,28,69
O000134259,2,19,20,39
O000134259,3,37,20,57
O000134260,1,27,15,42
O000134260,2,43,28,71
O000134260,3,29,29,58
O000134261,1,37,25,62
O000134261,2,35,13,48
O000134261,3,32,28,60
O000134262,1,31,26,57
O000134262,2,23,25,48
O000134262,3,41,24,65
O000134263,1,19,20,39
O000134263,2,42,28,70
O000134263,3,40,26,66
O000134264,1,122,48,170
O000134265,1,39,23,62
O000134265,2,41,28,69
O000134266,1,34,22,56
O000134266,2,34,15,49
O000134267,1,123,83,206
O000134267,2,63,57,120
O000134268,1,23,13,36
O000134268,2,21,18,39
O000134268,3,20,26,46
O000134269,1,125,49,174
O000134269,2,22,14,36
O000134270,1,63,56,119
O000134271,1,31,16,47
O000134272,1,26,17,43
O000134272,2,21,20,41
O000134273,1,45,19,64
O000134273,2,33,29,62
O000134273,3,28,17,45
O000134274,1,31,23,54
O000134274,2,28,14,42
O000134275,1,33,29,62
O000134275,2,43,19,62
O000134275,3,32,20,52
O000134276,1,44,29,73
O000134277,1,73,53,126
O000134277,2,31,28,59
O000134277,3,38,22,60
O000134278,1,43,21,64
O000134279,1,22,23,45
O000134279,2,21,16,37
O000134279,3,42,26,68
O000134280,1,39,18,57
O000134280,2,25,18,43
O000134280,3,44,26,70
O000134281,1,22,17,39
O000134281,2,19,15,34
O000134281,3,20,20,40
O000134282,1,109,88,197
O000134282,2,20,22,42
O000134283,1,150,107,257
O000134284,1,67,28,95
O000134285,1,58,52,110
O000134285,2,42,24,66
O000134286,1,158,118,276
O000134287,1,36,23,59
O000134288,1,26,27,53
O000134288,2,40,29,69
O000134289,1,42,57,99
O000134289,2,24,15,39
O000134290,1,18,27,45
O000134290,2,33,21,54
O000134290,3,39,16,55
O000134291,1,31,21,52
O000134291,2,27,25,52
O000134292,1,44,20,64
O000134292,2,27,30,57
O000134292,3,40,26,66
O000134293,1,26,24,50
O000134294,1,19,28,47
O000134294,2,20,15,35
O000134294,3,38,25,63
O000134295,1,27,21,48
O000134295,2,22,23,45
O000134295,3,31,15,46
O000134296,1,29,17,46
O000134296,2,76,39,115
O000134297,1,84,42,126
O000134298,1,19,27,46
O000134299,1,40,17,57
O000134299,2,36,26,62
O000134299,3,22,21,43
O000134300,1,53,25,78
O000134301,1,34,28,62
O000134301,2,21,22,43
O000134302,1,76,48,124
O000134303,1,39,17,56
O000134303,2,25,17,42
O000134303,3,42,14,56
O000134304,1,84,61,145
O000134305,1,27,16,43
O000134306,1,36,13,49
O000134306,2,35,15,50
O000134306,3,43,13,56
O000134307,1,77,39,116
O000134307,2,34,19,53
O000134307,3,28,14,42
O000134308,1,31,21,52
O000134308,2,26,19,45
O000134309,1,33,22,55
O000134309,2,48,48,96
O000134310,1,26,23,49
O000134310,2,38,13,51
O000134311,1,49,48,97
O000134312,1,29,23,52
O000134312,2,40,26,66
O000134313,1,39,22,61
O000134313,2,29,18,47
O000134313,3,20,15,35
O000134314,1,28,29,57
O000134314,2,32,20,52
O000134315,1,180,55,235
O000134315,2,46,60,106
O000134316,1,30,22,52
O000134316,2,40,26,66
O000134317,1,41,14,55
O000134317,2,29,24,53
O000134318,1,32,24,56
O000134318,2,31,21,52
O000134319,1,87,28,115
O000134320,1,56,46,102
O000134320,2,30,16,46
O000134320,3,19,15,34
O000134321,1,39,24,63
O000134321,2,18,18,36
O000134322,1,38,24,62
O000134322,2,38,29,67
O000134322,3,25,24,49
O000134323,1,87,51,138
O000134323,2,75,40,115
O000134324,1,80,43,123
O000134325,1,27,28,55
O000134325,2,31,19,50
O000134325,3,41,19,60
O000134326,1,155,108,263
O000134327,1,86,42,128
O000134328,1,71,52,123
O000134328,2,46,40,86
O000134328,3,33,29,62
O000134329,1,64,54,118
O000134330,1,44,17,61
O000134330,2,25,16,41
O000134330,3,36,13,49
O000134331,1,39,33,72
O000134331,2,43,23,66
O000134332,1,64,30,94
O000134333,1,113,55,168
O000134334,1,23,21,44
O000134334,2,44,25,69
O000134335,1,64,46,110
O000134335,2,29,25,54
O000134336,1,56,56,112
O000134337,1,21,17,38
O000134337,2,33,28,61
O000134338,1,93,109,202
O000134338,2,32,24,56
O000134339,1,41,23,64
O000134339,2,29,14,43
O000134340,1,27,26,53
O000134340,2,73,60,133
O000134341,1,39,12,51
O000134342,1,115,114,229
O000134343,1,30,19,49
O000134343,2,43,25,68
O000134343,3,42,30,72
O000134344,1,33,19,52
O000134344,2,32,20,52
O000134344,3,35,26,61
O000134345,1,36,15,51
O000134345,2,18,20,38
O000134345,3,36,29,65
O000134346,1,40,13,53
O000134346,2,31,29,60
O000134346,3,32,20,52
O000134347,1,32,13,45
O000134347,2,26,24,50
O000134347,3,33,24,57
O000134348,1,33,28,61
O000134348,2,26,29,55
O000134349,1,28,27,55
O000134349,2,20,15,35
O000134350,1,163,101,264
O000134350,2,42,16,58
O000134351,1,28,12,40
O000134352,1,37,13,50
O000134352,2,81,54,135
O000134353,1,42,57,99
O000134354,1,23,30,53
O000134354,2,29,28,57
O000134354,3,26,25,51
O000134355,1,31,27,58
O000134356,1,38,28,66
O000134356,2,42,28,70
O000134356,3,37,20,57
O000134357,1,32,13,45
O000134357,2,19,20,39
O000134358,1,61,58,119
O000134359,1,52,44,96
O000134360,1,24,17,41
O000134361,1,32,25,57
O000134361,2,44,15,59
O000134362,1,78,73,151
O000134363,1,18,14,32
O000134363,2,37,27,64
O000134364,1,25,17,42
O000134364,2,42,36,78
O000134365,1,117,78,195
O000134366,1,37,24,61
O000134367,1,20,13,33
O000134367,2,38,14,52
O000134367,3,55,25,80
O000134368,1,63,51,114
O000134368,2,34,18,52
O000134368,3,38,22,60
O000134369,1,32,25,57
O000134370,1,154,66,220
O000134371,1,51,33,84
O000134372,1,26,26,52
O000134373,1,35,18,53
O000134373,2,39,29,68
O000134373,3,34,29,63
O000134374,1,65,28,93
O000134375,1,20,17,37
O000134375,2,18,24,42
O000134375,3,23,24,47
O000134376,1,121,61,182
O000134377,1,90,40,130
O000134378,1,24,23,47
O000134378,2,169,140,309
O000134378,3,34,13,47
O000134379,1,58,58,116
O000134379,2,18,20,38
O000134380,1,75,34,109
O000134380,2,21,15,36
O000134381,1,23,15,38
O000134381,2,32,26,58
O000134381,3,38,16,54
O000134382,1,20,29,49
O000134382,2,39,28,67
O000134382,3,24,15,39
O000134383,1,41,17,58
O000134383,2,23,20,43
O000134383,3,39,25,64
O000134384,1,72,35,107
O000134385,1,35,28,63
O000134386,1,96,116,212
O000134387,1,30,14,44
O000134387,2,42,22,64
O000134387,3,21,13,34
O000134388,1,22,24,46
O000134388,2,40,15,55
O000134389,1,20,28,48
O000134390,1,21,13,34
O000134391,1,30,19,49
O000134391,2,31,20,51
O000134391,3,39,26,65
O000134392,1,80,70,150
O000134393,1,22,19,41
O000134393,2,18,27,45
O000134393,3,30,17,47
O000134394,1,31,14,45
O000134394,2,27,16,43
O000134394,3,39,19,58
O000134395,1,69,27,96
O000134395,2,47,30,77
O000134396,1,31,27,58
O000134396,2,24,14,38
O000134397,1,79,58,137
O000134397,2,35,29,64
O000134397,3,26,30,56
O000134398,1,42,17,59
O000134398,2,114,47,161
O000134399,1,24,20,44
O000134399,2,20,30,50
O000134400,1,121,135,256
O000134401,1,146,118,264
O000134402,1,67,26,93
O000134402,2,32,20,52
O000134403,1,21,19,40
O000134403,2,18,13,31
O000134403,3,20,24,44
O000134404,1,180,72,252
O000134405,1,26,19,45
O000134405,2,43,19,62
O000134405,3,22,26,48
O000134406,1,36,12,48
O000134406,2,40,27,67
O000134406,3,24,23,47
O000134407,1,21,23,44
O000134407,2,108,62,170
O000134408,1,86,72,158
O000134409,1,35,27,62
O000134409,2,18,17,35
O000134409,3,24,12,36
O000134410,1,25,26,51
O000134410,2,30,26,56
O000134411,1,37,19,56
O000134411,2,45,23,68
O000134411,3,30,13,43
O000134412,1,74,27,101
O000134412,2,43,15,58
O000134412,3,31,24,55
O000134413,1,27,14,41
O000134413,2,28,28,56
O000134413,3,25,17,42
O000134414,1,25,12,37
O000134415,1,87,69,156
O000134416,1,42,23,65
O000134416,2,20,21,41
O000134416,3,19,29,48
O000134417,1,26,19,45
O000134418,1,72,34,106
O000134419,1,43,35,78
O000134419,2,24,17,41
O000134420,1,37,26,63
O000134421,1,38,29,67
O000134421,2,20,18,38
O000134422,1,21,21,42
O000134422,2,28,13,41
O000134422,3,33,20,53
O000134423,1,57,65,122
O000134424,1,172,98,270
O000134425,1,78,69,147
O000134426,1,37,23,60
O000134426,2,37,20,57
O000134426,3,35,23,58
O000134427,1,38,27,65
O000134427,2,18,23,41
O000134427,3,24,28,52
O000134428,1,86,59,145
O000134429,1,38,16,54
O000134429,2,39,14,53
O000134430,1,89,60,149
O000134431,1,36,14,50
O000134431,2,18,17,35
O000134432,1,57,85,142
O000134433,1,31,20,51
O000134433,2,30,16,46
O000134433,3,25,29,54
O000134434,1,89,34,123
O000134435,1,35,25,60
O000134435,2,36,28,64
O000134435,3,38,16,54
O000134436,1,108,42,150
O000134436,2,37,28,65
O000134436,3,32,26,58
O000134437,1,32,29,61
O000134438,1,21,23,44
O000134438,2,36,15,51
O000134439,1,30,21,51
O000134439,2,26,23,49
O000134440,1,31,27,58
O000134440,2,33,19,52
O000134441,1,125,46,171
O000134442,1,42,24,66
O000134442,2,28,14,42
O000134443,1,44,15,59
O000134443,2,89,53,142
O000134443,3,31,20,51
O000134444,1,43,19,62
O000134444,2,37,18,55
